CMS_id,report,title,journal,date,CTG,category,inspire_id,abstract,keywords,doi,MA_topics
48,PPS-17-001,"Observation of proton-tagged, central (semi)exclusive production of high-mass lepton pairs in pp collisions at 13 TeV with the CMS-TOTEM precision proton spectrometer",JHEP 07 (2018) 153,2018-03-13,FSQ,Forward and Small-x QCD Physics,1662293,"The process pp → pℓ$^{+}$ℓ$^{−}$p$^{(*)}$, with ℓ$^{+}$ℓ$^{−}$ a muon or an electron pair produced at midrapidity with mass larger than 110 GeV, has been observed for the first time at the LHC in pp collisions at $ \sqrt{s}=13 $ TeV. One of the two scattered protons is measured in the CMS-TOTEM precision proton spectrometer (CT-PPS), which operated for the first time in 2016. The second proton either remains intact or is excited and then dissociates into a low-mass state p$^{*}$, which is undetected. The measurement is based on an integrated luminosity of 9.4 fb$^{−1}$ collected during standard, high-luminosity LHC operation. A total of 12 μ$^{+}$μ$^{−}$ and 8 e$^{+}$e$^{−}$ pairs with m(ℓ$^{+}$ℓ$^{−}$) > 110 GeV, and matching forward proton kinematics, are observed, with expected backgrounds of 1.49 ± 0.07 (stat) ± 0.53 (syst) and 2.36 ± 0.09 (stat) ± 0.47 (syst), respectively. This corresponds to an excess of more than five standard deviations over the expected background. The present result constitutes the first observation of proton-tagged γγ collisions at the electroweak scale. This measurement also demonstrates that CT-PPS performs according to the design specifications.","['p p: colliding beams', 'p: spectrometer', 'p p: scattering', 'scale: electroweak interaction', 'CERN LHC Coll', 'background', 'exclusive production', 'kinematics', 'electron: pair production', 'lepton: pair production', 'muon: pair production', 'exchange: two-photon', 'mass spectrum: (lepton+ lepton-)', 'mass spectrum: (electron positron)', 'mass spectrum: (muon+ muon-)', '5/3', 'experimental results', '13000 GeV-cms']",10.1007/JHEP07(2018)153,"['Physics', 'Electroweak interaction', 'Lepton', 'Nuclear physics', 'Luminosity (scattering theory)', 'Electron pair', 'Muon', 'Electroweak scale', 'Proton', 'Large Hadron Collider']"
47,FSQ-15-005,Measurement of the inelastic proton-proton cross section at $\sqrt{s} = $ 13 TeV,JHEP 07 (2018) 161,2018-02-07,FSQ,Forward and Small-x QCD Physics,1653948,"A measurement of the inelastic proton-proton cross section with the CMS detector at a center-of-mass energy of $ \sqrt{s}=13 $ TeV is presented. The analysis is based on events with energy deposits in the forward calorimeters, which cover pseudorapidities of −6.6 < η < −3.0 and +3.0 < η < +5.2. An inelastic cross section of 68.6 ± 0.5(syst) ± 1.6(lumi) mb is obtained for events with M$_{X}$ > 4.1 GeV and/or M$_{Y}$ > 13 GeV, where M$_{X}$ and M$_{Y}$ are the masses of the diffractive dissociation systems at negative and positive pseudorapidities, respectively. The results are compared with those from other experiments as well as to predictions from high-energy hadron-hadron interaction models.","['p p: inelastic scattering', 'p p: colliding beams', 'hadron hadron: interaction', 'diffraction: dissociation', 'interaction: model', 'rapidity dependence', 'calorimeter', 'channel cross section: measured', 'CMS', 'CERN LHC Coll', 'experimental results', '13000 GeV-cms']",10.1007/JHEP07(2018)161,"['Dissociation (chemistry)', 'Quantum chromodynamics', 'Physics', 'Calorimeter', 'Nuclear physics', 'Elastic scattering', 'Interaction model', 'Spectral line']"
46,FSQ-14-002,"Study of Bose-Einstein correlations in pp, pPb, and PbPb collisions at the LHC",PRC 97 (2018) 064912,2017-12-20,FSQ,Forward and Small-x QCD Physics,1644364,"Quantum-statistical (Bose-Einstein) two-particle correlations are measured in pp collisions at s=0.9, 2.76, and 7 TeV, as well as in pPb and peripheral PbPb collisions at nucleon-nucleon center-of-mass energies of 5.02 and 2.76 TeV, respectively, using the CMS detector at the Large Hadron Collider. Separate analyses are performed for same-sign unidentified charged particles as well as for same-sign pions and kaons identified via their energy loss in the silicon tracker. The characteristics of the one-, two-, and three-dimensional correlation functions are studied as functions of the pair average transverse momentum (kT) and the charged-particle multiplicity in the event. For all systems, the extracted correlation radii steadily increase with the event multiplicity, and decrease with increasing kT. The radii are in the range 1–5 fm, the largest values corresponding to very high multiplicity pPb interactions and to peripheral PbPb collisions with multiplicities similar to those seen in pPb data. It is also observed that the dependencies of the radii on multiplicity and kT largely factorize. At the same multiplicity, the radii are relatively independent of the colliding system and center-of-mass energy.","['p nucleus: interaction', 'heavy ion: scattering', 'lead', 'charged particle: multiplicity', 'multiplicity: high', 'correlation: Bose-Einstein', 'correlation: two-particle', 'p p: scattering', 'dimension: 1', 'dimension: 2', 'dimension: 3', 'CERN LHC Coll', 'peripheral', 'same sign', 'correlation function', 'transverse momentum dependence', 'multiplicity: dependence', 'energy dependence', 'tracking detector', 'statistical', 'energy loss', 'silicon', 'CMS', 'experimental results', '900 GeV-cms', '2760 GeV-cms', '7000 GeV-cms', '2760 GeV-cms/nucleon', '5020 GeV-cms/nucleon']",10.1103/PhysRevC.97.064912,
45,FSQ-16-005,Constraints on the double-parton scattering cross section from same-sign W boson pair production in proton-proton collisions at $ \sqrt{s} = $ 8 TeV,JHEP 02 (2018) 032,2017-12-06,FSQ,Forward and Small-x QCD Physics,1641267,"A first search for same-sign WW production via double-parton scattering is performed based on proton-proton collision data at a center-of-mass energy of 8 TeV using dimuon and electron-muon final states. The search is based on the analysis of data corresponding to an integrated luminosity of 19.7 fb$^{−1}$. No significant excess of events is observed above the expected single-parton scattering yields. A 95% confidence level upper limit of 0.32 pb is set on the inclusive cross section for same-sign WW production via the double-parton scattering process. This upper limit is used to place a 95% confidence level lower limit of 12.2 mb on the effective double-parton cross section parameter, closely related to the transverse distribution of partons in the proton. This limit on the effective cross section is consistent with previous measurements as well as with Monte Carlo event generator predictions.","['p p: scattering', 'p p: colliding beams', 'electron muon: final state', 'W: pair production', 'W: leptonic decay', 'same sign', 'numerical calculations: Monte Carlo', 'transverse', 'parton: distribution function', 'dimuon', 'muon: pair production', 'parton: multiple scattering', 'channel cross section: upper limit', 'experimental results', '8000 GeV-cms']",10.1007/JHEP02(2018)032,"['Physics', 'Parton', 'Nuclear physics', 'Scattering', 'Luminosity (scattering theory)', 'Event generator', 'Pair production', 'Cross section (physics)', 'Proton', 'Large Hadron Collider']"
44,FSQ-16-008,Measurement of the underlying event activity in inclusive Z boson production in proton-proton collisions at $\sqrt{s} = $ 13 TeV,JHEP 07 (2018) 032,2017-11-12,FSQ,Forward and Small-x QCD Physics,1635889,"This paper presents a measurement of the underlying event activity in proton-proton collisions at a center-of-mass energy of 13 TeV, performed using inclusive Z boson production events collected with the CMS experiment at the LHC. The analyzed data correspond to an integrated luminosity of 2.1 fb$^{−1}$. The underlying event activity is quantified in terms of the charged particle multiplicity, as well as of the scalar sum of the charged particles’ transverse momenta in different topological regions defined with respect to the Z boson direction. The distributions are unfolded to the stable particle level and compared with predictions from various Monte Carlo event generators, as well as with similar CDF and CMS measurements at center-of-mass energies of 1.96 and 7 TeV respectively.","['p p: colliding beams', 'charged particle: hadroproduction', 'Z0: hadroproduction', 'p p: scattering', 'Z0: leptonic decay', 'muon: pair production', 'charged particle: multiplicity', 'particle: stability', 'underlying event', 'numerical calculations: Monte Carlo', 'CMS', 'mass spectrum: (muon+ muon-)', 'charged particle: transverse momentum', 'transverse momentum dependence', 'CERN LHC Coll', 'topological', 'experimental results', '13000 GeV-cms']",10.1007/JHEP07(2018)032,"['Particle physics', 'Quantum chromodynamics', 'Physics', 'Transverse plane', 'Monte Carlo method', 'Hadron', 'Underlying event', 'Charged particle', 'Multiplicity (chemistry)', 'Large Hadron Collider']"
43,FSQ-12-001,Study of dijet events with a large rapidity gap between the two leading jets in pp collisions at $\sqrt{s}= $ 7 TeV,EPJC 78 (2018) 242 [Erratum: EPJC 80 (2020) 441],2017-10-02,FSQ,Forward and Small-x QCD Physics,1629153,"Events with no charged particles produced between the two leading jets are studied in proton-proton collisions at $\sqrt{s}=7$ $\,\text {TeV}$ . The jets were required to have transverse momentum $p_{\mathrm {T}} ^{\text {jet}}>40$ $\,\text {GeV}$ and pseudorapidity $1.5<|\eta ^{\text {jet}} |<4.7$ , and to have values of $\eta ^{\text {jet}}$ with opposite signs. The data used for this study were collected with the CMS detector during low-luminosity running at the LHC, and correspond to an integrated luminosity of 8 $\,\text {pb}^{-1}$ . Events with no charged particles with $p_{\mathrm {T}} >0.2$ $\,\text {GeV}$ in the interval $-1<\eta < 1$ between the jets are observed in excess of calculations that assume no color-singlet exchange. The fraction of events with such a rapidity gap, amounting to 0.5–1% of the selected dijet sample, is measured as a function of the $p_{\mathrm {T}}$ of the second-leading jet and of the rapidity separation between the jets. The data are compared to previous measurements at the Tevatron, and to perturbative quantum chromodynamics calculations based on the Balitsky–Fadin–Kuraev–Lipatov evolution equations, including different models of the non-perturbative gap survival probability.","['p p: colliding beams', 'rapidity: gap', 'p p: scattering', 'dijet', 'quantum chromodynamics: perturbation theory', 'Batavia TEVATRON Coll', 'jet: transverse momentum', 'jet: rapidity', 'transverse momentum dependence', 'rapidity dependence', 'evolution equation', 'nonperturbative', 'CERN LHC Coll', 'CMS', 'experimental results', '7000 GeV-cms']",10.1140/epjc/s10052-018-5691-6,
42,FSQ-16-004,"Measurement of charged pion, kaon, and proton production in proton-proton collisions at $\sqrt{s} = $ 13 TeV",PRD 96 (2017) 112003,2017-06-30,FSQ,Forward and Small-x QCD Physics,1608166,"Transverse momentum spectra of charged pions, kaons, and protons are measured in proton-proton collisions at s=13  TeV with the CMS detector at the LHC. The particles, identified via their energy loss in the silicon tracker, are measured in the transverse momentum range of pT≈0.1–1.7  GeV/c and rapidities |y|<1. The pT spectra and integrated yields are compared to previous results at smaller s and to predictions of Monte Carlo event generators. The average pT increases with particle mass and charged particle multiplicity of the event. Comparisons with previous CMS results at s=0.9, 2.76, and 7 TeV show that the average pT and the ratios of hadron yields feature very similar dependences on the particle multiplicity in the event, independently of the center-of-mass energy of the pp collision.","['p p: scattering', 'p p: colliding beams', 'particle: multiplicity', 'transverse momentum: momentum spectrum', 'charged particle: multiplicity', 'hadron: yield: ratio', 'hadron: hadroproduction', 'p: hadroproduction', 'pi: hadroproduction', 'K: hadroproduction', 'numerical calculations: Monte Carlo', 'CMS', 'CERN LHC Coll', 'tracking detector', 'energy loss', 'transverse momentum dependence', 'mass dependence', 'rapidity spectrum', 'silicon', 'data analysis method', 'experimental results', '13000 GeV-cms']",10.1103/PhysRevD.96.112003,
41,FSQ-12-004,Exclusive and semi-exclusive $\pi^{+}\pi^{-}$ production in proton-proton collisions at $\sqrt{s} = $ 7 TeV,Superseded by FSQ-16-006,2017-06-25,FSQ,Forward and Small-x QCD Physics,1607561,"A measurement is presented of the exclusive and semi-exclusive production of charged pion pairs in proton-proton collisions, pp to p(p*) + pi+pi- + p(p*) here the pi+pi- pair is emitted at central rapidities, and the scattered protons stay intact (p) or diffractively dissociate (p*) without detection. The measurement is performed with the CMS detector at the LHC, using a data sample corresponding to an integrated luminosity of 450 inverse microbarns collected at a center-of-mass energy of 7 TeV. The dipion cross section, measured for single-pion transverse momentum pt >0.2 GeV and rapidity abs(y)<2, is 26.5 +/- 0.3 (stat) +/- 5.0 (syst) +/- 1.1 (lumi) microbarns. The differential cross sections measured as a function of the invariant mass, pt, and y of the pion pair, and as a function of single-pion pt, are compared to phenomenological predictions.","['p p: scattering', 'p p: colliding beams', 'pi: pair production', 'differential cross section: measured', 'rapidity dependence', 'transverse momentum dependence', 'mass dependence', 'CERN LHC Coll', 'diffraction: dissociation', 'CMS', 'experimental results', '7000 GeV-cms']",,
40,FSQ-16-002,Measurement of the inclusive energy spectrum in the very forward direction in proton-proton collisions at $ \sqrt{s} = $ 13 TeV,JHEP 08 (2017) 046,2017-01-30,FSQ,Forward and Small-x QCD Physics,1511284,"The differential cross section for inclusive particle production as a function of energy in proton-proton collisions at a center-of-mass energy of 13 TeV is measured in the very forward region of the CMS detector. The measurement is based on data collected with the CMS apparatus at the LHC, and corresponds to an integrated luminosity of 0.34 μb$^{−1}$. The energy is measured in the CASTOR calorimeter, which covers the pseudorapidity region −6.6 < η < −5.2. The results are given as a function of the total energy deposited in CASTOR, as well as of its electromagnetic and hadronic components. The spectra are sensitive to the modeling of multiparton interactions in pp collisions, and provide new constraints for hadronic interaction models used in collider and in high energy cosmic ray physics.","['p p: scattering', 'p p: colliding beams', 'cosmic radiation: energy', 'energy: high', 'interaction: model', 'CMS', 'differential cross section: measured', 'energy dependence', 'calorimeter: electromagnetic', 'calorimeter: hadronic', 'energy spectrum: measured', 'CERN LHC Coll', 'rapidity', 'experimental results', '13000 GeV-cms']",10.1007/JHEP08(2017)046,"['Particle physics', 'Physics', 'Collider', 'Calorimeter (particle physics)', 'Nuclear physics', 'Luminosity (scattering theory)', 'Hadron', 'CASTOR calorimeter', 'Pseudorapidity', 'Proton', 'Large Hadron Collider']"
39,FSQ-13-010,Studies of inclusive four-jet production with two b-tagged jets in proton-proton collisions at 7 TeV,PRD 94 (2016) 112005,2016-09-12,FSQ,Forward and Small-x QCD Physics,1486238,"Measurements are presented of the cross section for the production of at least four jets, of which at least two originate from b quarks, in proton-proton collisions. Data collected with the CMS detector at the LHC at a center-of-mass energy of 7 TeV are used, corresponding to an integrated luminosity of 3  pb-1. The cross section is measured as a function of the jet transverse momentum for pT>20  GeV, and of the jet pseudorapidity for |η|<2.4 (b jets), 4.7 (untagged jets). The correlations in azimuthal angle and pT between the jets are also studied. The inclusive cross section is measured to be σ(pp→2b+2j+X)=69±3(stat)±24(syst)  nb. The η and pT distributions of the four jets and the correlations between them are well reproduced by event generators that combine perturbative QCD calculations at next-to-leading-order accuracy with contributions from parton showers and multiparton interactions.","['p p: colliding beams', 'jet: multiple production', 'cross section: measured', 'p p: scattering', 'jet: transverse momentum', 'jet: rapidity', 'jet: bottom', 'bottom: particle identification', 'parton: showers', 'transverse momentum dependence', 'rapidity dependence', 'quantum chromodynamics: perturbation theory', 'higher-order: 1', 'correlation', 'CERN LHC Coll', 'numerical calculations: Monte Carlo', 'CMS', 'experimental results', '7000 GeV-cms']",10.1103/PhysRevD.94.112005,
38,FSQ-13-008,Evidence for exclusive $\gamma\gamma \to \mathrm{ W^{+} } \mathrm{ W^{-} }$ production and constraints on anomalous quartic gauge couplings in pp collisions at $\sqrt{s}= $ 7 and 8 TeV,JHEP 08 (2016) 119,2016-04-15,FSQ,Forward and Small-x QCD Physics,1448100,"A search for exclusive or quasi-exclusive γγ → W$^{+}$ W$^{−}$ production, via pp → p$^{(*)}$ W$^{+}$ W$^{−}$ p$^{(*)}$ → p$^{(*)}$ μ$^{±}$e$^{∓}$ p$^{(*)}$ at $ \sqrt{s}=8 $ TeV, is reported using data corresponding to an integrated luminosity of 19.7 fb$^{−1}$. Events are selected by requiring the presence of an electron-muon pair with large transverse momentum p$_{T}$(μ$^{±}$e$^{∓}$) > 30 GeV, and no associated charged particles detected from the same vertex. The 8 TeV results are combined with the previous 7 TeV results (obtained for 5.05 fb$^{−1}$ of data). In the signal region, 13 (2) events are observed over an expected background of 3.9 ± 0.6 (0.84 ± 0.15) events for 8 (7) TeV, resulting in a combined excess of 3.4σ over the background-only hypothesis. The observed yields and kinematic distributions are compatible with the standard model prediction for exclusive and quasi-exclusive γγ → W$^{+}$ W$^{−}$ production. Upper limits on the anomalous quartic gauge coupling operators a$_{0,C}^{W}$ (dimension-6) and f$_{M0,1,2,3}$ (dimension-8), the most stringent to date, are derived from the measured dilepton transverse momentum spectrum.","['p p: inelastic scattering', 'p p: colliding beams', 'W: pair production', 'W: leptonic decay', 'coupling: gauge', 'coupling: (4gauge boson)', 'coupling: anomaly', 'transverse momentum: momentum spectrum', 'dilepton: transverse momentum', 'photon photon: interaction', 'exchange: two-photon', 'charged particle', 'electron muon: final state', 'kinematics', 'background', 'channel cross section: branching ratio: upper limit', 'experimental results', '8000 GeV-cms']",10.1007/JHEP08(2016)119,"['Particle physics', 'Coupling', 'Vertex (geometry)', 'Physics', 'Quartic function', 'Nuclear physics', 'Compact Muon Solenoid', 'Transverse momentum', 'Signal region', 'Charged particle', 'Large Hadron Collider']"
37,FSQ-12-002,Azimuthal decorrelation of jets widely separated in rapidity in pp collisions at $\sqrt{s} =$ 7 TeV,JHEP 08 (2016) 139,2016-01-25,FSQ,Forward and Small-x QCD Physics,1416827,"The decorrelation in the azimuthal angle between the most forward and the most backward jets (Mueller-Navelet jets) is measured in data collected in pp collisions with the CMS detector at the LHC at $ \sqrt{s}=7 $ TeV. The measurement is presented in the form of distributions of azimuthal-angle differences, Δϕ, between the Mueller-Navelet jets, the average cosines of (π − Δϕ), 2(π − Δϕ), and 3(π − Δϕ), and ratios of these cosines. The jets are required to have transverse momenta, p$_{T}$, in excess of 35 GeV and rapidities, |y|, of less than 4.7. The results are presented as a function of the rapidity separation, Δy, between the Mueller-Navelet jets, reaching Δy up to 9.4 for the first time. The results are compared to predictions of various Monte Carlo event generators and to analytical predictions based on the DGLAP and BFKL parton evolution schemes.","['p p: colliding beams', 'jet: forward production', 'p p: scattering', 'jet: angular correlation', 'jet: transverse momentum', 'jet: rapidity', 'rapidity: difference', 'rapidity dependence', 'numerical calculations: Monte Carlo', 'DGLAP equation', 'CERN LHC Coll', 'BFKL equation', 'parton', 'CMS', 'experimental results', '7000 GeV-cms']",10.1007/JHEP08(2016)139,
36,FSQ-15-002,Measurement of long-range near-side two-particle angular correlations in pp collisions at $\sqrt{s} =$ 13 TeV,PRL 116 (2016) 172302,2015-10-11,FSQ,Forward and Small-x QCD Physics,1397173,"Results on two-particle angular correlations for charged particles produced in pp collisions at a center-of-mass energy of 13 TeV are presented. The data were taken with the CMS detector at the LHC and correspond to an integrated luminosity of about 270  nb-1. The correlations are studied over a broad range of pseudorapidity (|η|<2.4) and over the full azimuth (ϕ) as a function of charged particle multiplicity and transverse momentum (pT). In high-multiplicity events, a long-range (|Δη|>2.0), near-side (Δϕ≈0) structure emerges in the two-particle Δη–Δϕ correlation functions. The magnitude of the correlation exhibits a pronounced maximum in the range 1.0<pT<2.0  GeV/c and an approximately linear increase with the charged particle multiplicity, with an overall correlation strength similar to that found in earlier pp data at s=7  TeV. The present measurement extends the study of near-side long-range correlations up to charged particle multiplicities Nch∼180, a region so far unexplored in pp collisions. The observed long-range correlations are compared to those seen in pp, pPb, and PbPb collisions at lower collision energies.","['angular correlation: two-particle', 'correlation: long-range', 'charged particle: multiplicity', 'multiplicity: high', 'correlation function', 'transverse momentum', 'muon', 'structure', 'rapidity', 'luminosity', 'impact parameter', 'trigger', 'background', 'threshold', 'yield', 'p p', 'solenoid', 'superconductivity', 'magnetic field', 'calorimeter', 'tracking detector', 'acceptance', 'efficiency', 'CMS', 'CERN LHC Coll', 'numerical calculations', 'experimental results', '13000 GeV-cms', '7000 GeV-cms', '5020 GeV/nucleon', '2760 GeV/nucleon']",10.1103/PhysRevLett.116.172302,
35,FSQ-13-006,Measurement of the inelastic cross section in proton-lead collisions at $\sqrt{s_{_\mathrm{NN}}}=$ 5.02 TeV,PLB 759 (2016) 641,2015-09-13,FSQ,Forward and Small-x QCD Physics,1393261,"The inelastic hadronic cross section in proton–lead collisions at a centre-of-mass energy per nucleon pair of 5.02 TeV is measured with the CMS detector at the LHC. The data sample, corresponding to an integrated luminosity of L=12.6±0.4 nb−1 , has been collected with an unbiased trigger for inclusive particle production. The cross section is obtained from the measured number of proton–lead collisions with hadronic activity produced in the pseudorapidity ranges 3<η<5 and/or −5<η<−3 , corrected for photon-induced contributions, experimental acceptance, and other instrumental effects. The inelastic cross section is measured to be σinel(pPb)=2061±3(stat)±34(syst)±72(lumi) mb . Various Monte Carlo generators, commonly used in heavy ion and cosmic ray physics, are found to reproduce the data within uncertainties. The value of σinel(pPb) is compatible with that expected from the proton–proton cross section at 5.02 TeV scaled up within a simple Glauber approach to account for multiple scatterings in the lead nucleus, indicating that further net nuclear corrections are small.","['p nucleus: inelastic scattering', 'p p: scattering', 'cross section: measured', 'cross section: hadronic', 'lead: nucleus', 'multiple scattering', 'cosmic radiation', 'CERN LHC Coll', 'numerical calculations: Monte Carlo', 'acceptance', 'heavy ion: scattering', 'rapidity dependence', 'Glauber', 'trigger', 'CMS', '5020 GeV-cms/nucleon', '5020 GeV-cms']",10.1016/j.physletb.2016.06.027,"['Physics', 'Nucleon', 'Nuclear physics', 'Luminosity (scattering theory)', 'Hadron', 'Compact Muon Solenoid', 'Glauber', 'Pseudorapidity', 'Proton', 'Large Hadron Collider']"
34,FSQ-12-025,Measurement of the underlying event activity using charged-particle jets in proton-proton collisions at $\sqrt{s}=$ 2.76 TeV,JHEP 09 (2015) 137,2015-07-26,FSQ,Forward and Small-x QCD Physics,1385107,"A measurement of the underlying event (UE) activity in proton-proton collisions is performed using events with charged-particle jets produced in the central pseudorapidity region (|η$^{jet}$| < 2) and with transverse momentum 1 ≤ p$_{T}^{jet}$ < 100 GeV. The analysis uses a data sample collected at a centre-of-mass energy of 2.76 TeV with the CMS experiment at the LHC. The UE activity is measured as a function of p$_{T}^{jet}$ in terms of the average multiplicity and scalar sum of transverse momenta (p$_{T}$) of charged particles, with |η| < 2 and p$_{T}$ > 0.5 GeV, in the azimuthal region transverse to the highest p$_{T}$ jet direction. By further dividing the transverse region into two regions of smaller and larger activity, various components of the UE activity are separated. The measurements are compared to previous results at 0.9 and 7 TeV, and to predictions of several Monte Carlo event generators, providing constraints on the modelling of the UE dynamics.","['p p: scattering', 'p p: colliding beams', 'charged particle: jet', 'transverse momentum dependence', 'underlying event', 'numerical calculations: Monte Carlo', 'jet: transverse momentum', 'CERN LHC Coll', 'charged particle: multiplicity', 'multiplicity: dependence', 'rapidity dependence', 'CMS', 'experimental results', '2760 GeV-cms']",10.1007/JHEP09(2015)137,"['Rapidity', 'Particle physics', 'Quantum chromodynamics', 'Physics', 'Transverse plane', 'Nuclear physics', 'Monte Carlo method', 'Compact Muon Solenoid', 'Pseudorapidity', 'Charged particle', 'Large Hadron Collider']"
33,FSQ-15-001,Pseudorapidity distribution of charged hadrons in proton-proton collisions at $\sqrt{s} =$ 13 TeV,PLB 751 (2015) 143,2015-07-22,FSQ,Forward and Small-x QCD Physics,1384119,"The pseudorapidity distribution of charged hadrons in pp collisions at s=13 TeV is measured using a data sample obtained with the CMS detector, operated at zero magnetic field, at the CERN LHC. The yield of primary charged long-lived hadrons produced in inelastic pp collisions is determined in the central region of the CMS pixel detector ( |η|<2 ) using both hit pairs and reconstructed tracks. For central pseudorapidities ( |η|<0.5 ), the charged-hadron multiplicity density is dNch/dη||η|<0.5=5.49±0.01(stat)±0.17(syst) , a value obtained by combining the two methods. The result is compared to predictions from Monte Carlo event generators and to similar measurements made at lower collision energies.","['p p: scattering', 'p p: colliding beams', 'hadron: hadroproduction', 'magnetic field: 0', 'multiplicity: density', 'detector: pixel', 'rapidity: central region', 'hadron: multiplicity', 'charged particle: multiplicity', 'numerical calculations: Monte Carlo', 'CMS', 'CERN LHC Coll', 'rapidity: density', 'transverse momentum: momentum spectrum', 'charged particle: long-lived', 'CERN Lab', 'track data analysis', 'data analysis method', 'experimental results', '13000 GeV-cms']",10.1016/j.physletb.2015.10.004,"['Particle physics', 'Magnetic field', 'Physics', 'Nuclear physics', 'Monte Carlo method', 'Hadron', 'Compact Muon Solenoid', 'Pseudorapidity', 'Spectral line', 'Multiplicity (chemistry)', 'Large Hadron Collider']"
